shortname: benhoyt_goawk-BuiltinGsubAmpersand
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BuiltinGsubAmpersand,1.3305e-05,1%,4.3017000000000005e-05,2%,+223.31%,p=0.008 n=5,3.3383e-05,1%,+150.91%,p=0.008 n=5
geomean,1.3305000000000012e-05,,4.301700000000004e-05,,+223.31%,,3.338300000000001e-05,,+150.91%,

shortname: benhoyt_goawk-NativeFunc
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NativeFunc,7.441e-06,1%,2.9358000000000003e-05,4%,+294.54%,p=0.008 n=5,2.2658000000000002e-05,3%,+204.50%,p=0.008 n=5
geomean,7.4410000000000055e-06,,2.935800000000001e-05,,+294.54%,,2.2657999999999985e-05,,+204.50%,

shortname: benhoyt_goawk-RecursiveFunc
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RecursiveFunc,1.203e-05,1%,3.3775e-05,3%,+180.76%,p=0.008 n=5,2.9408e-05,1%,+144.46%,p=0.008 n=5
geomean,1.2029999999999995e-05,,3.377499999999998e-05,,+180.76%,,2.9408000000000004e-05,,+144.46%,

shortname: benhoyt_goawk-SimpleBuiltins
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
SimpleBuiltins,5.758e-07,0%,2.2590000000000003e-06,0%,+292.32%,p=0.008 n=5,1.881e-06,0%,+226.68%,p=0.008 n=5
geomean,5.758000000000005e-07,,2.259000000000002e-06,,+292.32%,,1.880999999999999e-06,,+226.68%,

shortname: bloom_bits-BitSetExtractDeposit%2Fsize%3D64%2Ffn%3DDepositTo
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BitSetExtractDeposit,2.1800000000000003e-08,0%,5.138000000000001e-08,0%,+135.69%,p=0.008 n=5,2.8670000000000005e-08,0%,+31.51%,p=0.008 n=5
geomean,2.1799999999999987e-08,,5.138e-08,,+135.69%,,2.8669999999999955e-08,,+31.51%,

shortname: capnproto2-Growth_MultiSegment
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Growth_MultiSegment,0.012577533,0%,0.028973938,0%,+130.36%,p=0.008 n=5,0.023796915000000002,0%,+89.20%,p=0.008 n=5
geomean,0.012577533000000002,,0.028973938,,+130.36%,,0.023796915000000005,,+89.20%,

shortname: capnproto2-Unmarshal_Reuse
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Unmarshal_Reuse,4.576000000000001e-07,1%,1.049e-06,0%,+129.24%,p=0.008 n=5,8.313e-07,1%,+81.67%,p=0.008 n=5
geomean,4.5759999999999986e-07,,1.0489999999999998e-06,,+129.24%,,8.313000000000007e-07,,+81.67%,

shortname: commonmark_markdown-RenderSpecNoHTML
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RenderSpecNoHTML,0.004366776,0%,0.012444761,2%,+184.99%,p=0.008 n=5,0.009954224000000001,1%,+127.95%,p=0.008 n=5
geomean,0.004366776000000001,,0.012444760999999995,,+184.99%,,0.009954224000000003,,+127.95%,

shortname: dustin_broadcast-ParallelBrodcast
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParallelBrodcast,5.285e-07,7%,2.8492e-05,3%,+5291.11%,p=0.008 n=5,2.7533000000000002e-05,9%,+5109.65%,p=0.008 n=5
geomean,5.284999999999999e-07,,2.8492000000000018e-05,,+5291.11%,,2.7533000000000006e-05,,+5109.65%,

shortname: dustin_humanize-BigCommas
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BigCommas,3.7680000000000004e-07,1%,1.916e-06,1%,+408.49%,p=0.008 n=5,1.608e-06,3%,+326.75%,p=0.008 n=5
geomean,3.7680000000000025e-07,,1.9160000000000012e-06,,+408.49%,,1.6079999999999986e-06,,+326.75%,

shortname: dustin_humanize-Commaf
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Commaf,2.474e-07,0%,1.196e-06,1%,+383.43%,p=0.008 n=5,8.313e-07,1%,+236.01%,p=0.008 n=5
geomean,2.4739999999999985e-07,,1.1960000000000005e-06,,+383.43%,,8.313000000000007e-07,,+236.01%,

shortname: dustin_humanize-ParseBytes
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParseBytes,8.826000000000001e-08,1%,3.6630000000000004e-07,3%,+315.02%,p=0.008 n=5,2.68e-07,1%,+203.65%,p=0.008 n=5
geomean,8.826000000000002e-08,,3.6629999999999994e-07,,+315.02%,,2.679999999999999e-07,,+203.65%,

shortname: dustin_humanize-ParseSI
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParseSI,3.9310000000000005e-07,1%,1.67e-06,3%,+324.83%,p=0.008 n=5,1.193e-06,1%,+203.49%,p=0.008 n=5
geomean,3.930999999999999e-07,,1.6699999999999993e-06,,+324.83%,,1.1929999999999994e-06,,+203.49%,

shortname: ericlagergren_decimal-Mandelbrot_decimal_GDA_9
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Mandelbrot_decimal_GDA_9,3.3915072480000004,0%,4.5838039450000005,1%,+35.16%,p=0.008 n=5,4.276099577,0%,+26.08%,p=0.008 n=5
geomean,3.3915072480000004,,4.583803945000001,,+35.16%,,4.276099577,,+26.08%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dapmckinlay%2Fprec%3D19
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,2.0330000000000003e-06,1%,8.976e-06,1%,+341.52%,p=0.008 n=5,8.639e-06,2%,+324.94%,p=0.008 n=5
geomean,2.033000000000002e-06,,8.975999999999998e-06,,+341.52%,,8.639000000000003e-06,,+324.94%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dcockroachdb%2Fapd%2Fprec%3D100
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,0.004752458,1%,0.034180327,0%,+619.21%,p=0.008 n=5,0.027281895,0%,+474.06%,p=0.008 n=5
geomean,0.004752458000000002,,0.03418032700000001,,+619.21%,,0.027281895,,+474.06%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dgo-inf%2Fprec%3D100
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,9.0313e-05,1%,0.00028799800000000003,0%,+218.89%,p=0.008 n=5,0.000240394,1%,+166.18%,p=0.008 n=5
geomean,9.031300000000006e-05,,0.0002879979999999998,,+218.89%,,0.0002403939999999999,,+166.18%,

shortname: gonum_community-NewDirectedLayers%2FgraphSize%3D10%2CnumGraphs%3D1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewDirectedLayers,1.2080000000000001e-06,2%,1.995e-06,1%,+65.15%,p=0.008 n=5,1.774e-06,1%,+46.85%,p=0.008 n=5
geomean,1.2080000000000001e-06,,1.9949999999999987e-06,,+65.15%,,1.774000000000001e-06,,+46.85%,

shortname: gonum_community-NewDirectedLayers%2FgraphSize%3D1000%2CnumGraphs%3D1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewDirectedLayers,0.000141481,2%,0.00021307200000000002,1%,+50.60%,p=0.008 n=5,0.00019318000000000002,2%,+36.54%,p=0.008 n=5
geomean,0.0001414809999999999,,0.0002130720000000001,,+50.60%,,0.00019317999999999994,,+36.54%,

shortname: gonum_community-NewUndirectedLayers%2FgraphSize%3D1000%2CnumGraphs%3D10
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewUndirectedLayers,0.001724629,0%,0.0028463890000000004,0%,+65.04%,p=0.008 n=5,0.0026009690000000003,0%,+50.81%,p=0.008 n=5
geomean,0.001724629,,0.002846389,,+65.04%,,0.002600969,,+50.81%,

shortname: gonum_lapack_native-Dgeev%2FCirculant5
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Dgeev,8.311e-06,8%,5.427900000000001e-05,0%,+553.10%,p=0.008 n=5,4.5585000000000005e-05,0%,+448.49%,p=0.008 n=5
geomean,8.311000000000006e-06,,5.427899999999999e-05,,+553.10%,,4.5584999999999985e-05,,+448.49%,

shortname: gonum_mat-AddScaledVec10Inc1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
