shortname: benhoyt_goawk-BuiltinGsubAmpersand
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BuiltinGsubAmpersand,1.2113e-05,2%,3.7727e-05,1%,+211.46%,p=0.008 n=5,3.0550000000000004e-05,4%,+152.21%,p=0.008 n=5
geomean,1.2112999999999996e-05,,3.772699999999998e-05,,+211.46%,,3.0549999999999984e-05,,+152.21%,

shortname: benhoyt_goawk-NativeFunc
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NativeFunc,7.1490000000000005e-06,1%,2.4819e-05,2%,+247.17%,p=0.008 n=5,1.9115000000000002e-05,1%,+167.38%,p=0.008 n=5
geomean,7.148999999999998e-06,,2.4818999999999994e-05,,+247.17%,,1.9115000000000013e-05,,+167.38%,

shortname: benhoyt_goawk-RecursiveFunc
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RecursiveFunc,1.1634e-05,0%,2.7272000000000002e-05,1%,+134.42%,p=0.008 n=5,2.4713000000000002e-05,0%,+112.42%,p=0.008 n=5
geomean,1.1633999999999994e-05,,2.727199999999998e-05,,+134.42%,,2.471300000000002e-05,,+112.42%,

shortname: benhoyt_goawk-SimpleBuiltins
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
SimpleBuiltins,5.144e-07,1%,1.6170000000000001e-06,1%,+214.35%,p=0.008 n=5,1.316e-06,6%,+155.83%,p=0.008 n=5
geomean,5.143999999999998e-07,,1.617000000000001e-06,,+214.35%,,1.316e-06,,+155.83%,

shortname: bloom_bits-BitSetExtractDeposit%2Fsize%3D64%2Ffn%3DDepositTo
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BitSetExtractDeposit,2.27e-08,0%,4.820000000000001e-08,0%,+112.33%,p=0.008 n=5,1.8370000000000002e-08,0%,-19.07%,p=0.008 n=5
geomean,2.2700000000000018e-08,,4.8199999999999975e-08,,+112.33%,,1.837000000000003e-08,,-19.07%,

shortname: capnproto2-Growth_MultiSegment
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Growth_MultiSegment,0.013380689000000001,0%,0.028667232,1%,+114.24%,p=0.008 n=5,0.018641897,4%,+39.32%,p=0.008 n=5
geomean,0.013380688999999996,,0.028667232000000004,,+114.24%,,0.018641896999999998,,+39.32%,

shortname: capnproto2-Unmarshal_Reuse
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Unmarshal_Reuse,5.006e-07,0%,1.041e-06,0%,+107.95%,p=0.008 n=5,7.340000000000001e-07,0%,+46.62%,p=0.008 n=5
geomean,5.006000000000004e-07,,1.0409999999999992e-06,,+107.95%,,7.340000000000002e-07,,+46.62%,

shortname: commonmark_markdown-RenderSpecNoHTML
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RenderSpecNoHTML,0.004587921,1%,0.010755790000000001,1%,+134.44%,p=0.008 n=5,0.008156375,1%,+77.78%,p=0.008 n=5
geomean,0.004587921000000002,,0.010755789999999998,,+134.44%,,0.008156375000000002,,+77.78%,

shortname: dustin_broadcast-ParallelBrodcast
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParallelBrodcast,5.435000000000001e-07,7%,2.4166000000000002e-05,2%,+4346.37%,p=0.008 n=5,2.4178e-05,1%,+4348.57%,p=0.008 n=5
geomean,5.435000000000005e-07,,2.4166e-05,,+4346.37%,,2.4178000000000018e-05,,+4348.57%,

shortname: dustin_humanize-BigCommas
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BigCommas,3.6120000000000003e-07,0%,1.6030000000000002e-06,4%,+343.80%,p=0.008 n=5,1.213e-06,1%,+235.83%,p=0.008 n=5
geomean,3.6120000000000024e-07,,1.6030000000000004e-06,,+343.80%,,1.213e-06,,+235.83%,

shortname: dustin_humanize-Commaf
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Commaf,2.48e-07,1%,1.0670000000000001e-06,0%,+330.24%,p=0.008 n=5,6.565000000000001e-07,0%,+164.72%,p=0.008 n=5
geomean,2.4800000000000005e-07,,1.067000000000001e-06,,+330.24%,,6.564999999999997e-07,,+164.72%,

shortname: dustin_humanize-ParseBytes
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParseBytes,7.938e-08,1%,2.924e-07,2%,+268.35%,p=0.008 n=5,2.3290000000000003e-07,1%,+193.40%,p=0.008 n=5
geomean,7.937999999999988e-08,,2.9240000000000005e-07,,+268.35%,,2.3289999999999997e-07,,+193.40%,

shortname: dustin_humanize-ParseSI
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParseSI,3.607e-07,3%,1.385e-06,1%,+283.98%,p=0.008 n=5,1.195e-06,1%,+231.30%,p=0.008 n=5
geomean,3.6070000000000005e-07,,1.3850000000000011e-06,,+283.98%,,1.1950000000000004e-06,,+231.30%,

shortname: ericlagergren_decimal-Mandelbrot_decimal_GDA_9
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Mandelbrot_decimal_GDA_9,3.7724945610000002,0%,4.031002679,0%,+6.85%,p=0.008 n=5,3.537935881,0%,-6.22%,p=0.008 n=5
geomean,3.772494561,,4.031002679,,+6.85%,,3.537935881,,-6.22%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dapmckinlay%2Fprec%3D19
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,1.821e-06,1%,8.003000000000001e-06,0%,+339.48%,p=0.008 n=5,6.463000000000001e-06,0%,+254.91%,p=0.008 n=5
geomean,1.8209999999999987e-06,,8.003000000000003e-06,,+339.48%,,6.463000000000002e-06,,+254.91%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dcockroachdb%2Fapd%2Fprec%3D100
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,0.005018933000000001,1%,0.022553767000000002,0%,+349.37%,p=0.008 n=5,0.014999665,1%,+198.86%,p=0.008 n=5
geomean,0.005018932999999998,,0.022553767,,+349.37%,,0.014999665000000004,,+198.86%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dgo-inf%2Fprec%3D100
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,8.6618e-05,1%,0.000215712,0%,+149.04%,p=0.008 n=5,0.00015064,1%,+73.91%,p=0.008 n=5
geomean,8.6618e-05,,0.00021571200000000015,,+149.04%,,0.00015063999999999993,,+73.91%,

shortname: gonum_community-NewDirectedLayers%2FgraphSize%3D10%2CnumGraphs%3D1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewDirectedLayers,1.125e-06,1%,1.503e-06,2%,+33.60%,p=0.008 n=5,1.2700000000000001e-06,1%,+12.89%,p=0.008 n=5
geomean,1.1250000000000009e-06,,1.5030000000000011e-06,,+33.60%,,1.27e-06,,+12.89%,

shortname: gonum_community-NewDirectedLayers%2FgraphSize%3D1000%2CnumGraphs%3D1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewDirectedLayers,0.000129233,10%,0.000167707,2%,+29.77%,p=0.008 n=5,0.000151333,1%,+17.10%,p=0.008 n=5
geomean,0.0001292330000000001,,0.00016770699999999999,,+29.77%,,0.00015133299999999997,,+17.10%,

shortname: gonum_community-NewUndirectedLayers%2FgraphSize%3D1000%2CnumGraphs%3D10
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewUndirectedLayers,0.0015958300000000001,1%,0.002199344,0%,+37.82%,p=0.008 n=5,0.002053933,1%,+28.71%,p=0.008 n=5
geomean,0.0015958299999999997,,0.002199344,,+37.82%,,0.002053933,,+28.71%,

shortname: gonum_lapack_native-Dgeev%2FCirculant5
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Dgeev,8.742e-06,9%,5.0148e-05,0%,+473.64%,p=0.008 n=5,3.8014000000000006e-05,2%,+334.84%,p=0.008 n=5
geomean,8.742e-06,,5.014799999999999e-05,,+473.64%,,3.8014000000000026e-05,,+334.84%,

shortname: gonum_mat-AddScaledVec10Inc1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
