benchmark	Go	LLGoNoLTO	LLGoDeadcodeDrop	LLGoFullLTONoGlobalDCE	LLGoFullLTOGlobalDCE	LLGoFullLTOGlobalDCEPlugin
Aws_restjson	14635492	12878280	10555968	12505208	10623464	10510992
Dustin_humanize	4999034	4679736	3369376	4440272	3323736	3280688
Etcdctl	25896983	21692072	20439288	21142912	20826536	20524000
Gorm_schema	9421683	7035696	6436880	6785464	6623504	5247024
IXGo	41505755	29748152	29115976	29165928	29016496	28884552
K8s_workqueue	10681819	11314072	10619536	10985336	10917864	8813496
Toml	7324958	6151696	5034608	5892664	5014872	4958048
Uber_zap	10024992	11585472	9267984	11250952	9718136	9582264
XGo	18662581	17632992	15493480	17188848	16916552	16807872
