shortname: benhoyt_goawk-BuiltinGsubAmpersand
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BuiltinGsubAmpersand,1.2096e-05,1%,4.8609e-05,1%,+301.86%,p=0.008 n=5,3.5623e-05,3%,+194.50%,p=0.008 n=5
geomean,1.2095999999999996e-05,,4.8609000000000015e-05,,+301.86%,,3.5623000000000035e-05,,+194.50%,

shortname: benhoyt_goawk-NativeFunc
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NativeFunc,6.832000000000001e-06,1%,3.2005e-05,1%,+368.46%,p=0.008 n=5,2.3415000000000002e-05,1%,+242.73%,p=0.008 n=5
geomean,6.832000000000003e-06,,3.200500000000002e-05,,+368.46%,,2.3414999999999992e-05,,+242.73%,

shortname: benhoyt_goawk-RecursiveFunc
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RecursiveFunc,1.1662000000000001e-05,3%,3.8646e-05,3%,+231.38%,p=0.008 n=5,2.896e-05,1%,+148.33%,p=0.008 n=5
geomean,1.1662000000000006e-05,,3.864599999999999e-05,,+231.38%,,2.8959999999999994e-05,,+148.33%,

shortname: benhoyt_goawk-SimpleBuiltins
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
SimpleBuiltins,5.143e-07,0%,2.308e-06,0%,+348.77%,p=0.008 n=5,2.03e-06,3%,+294.71%,p=0.008 n=5
geomean,5.143000000000003e-07,,2.3080000000000006e-06,,+348.77%,,2.0300000000000017e-06,,+294.71%,

shortname: bloom_bits-BitSetExtractDeposit%2Fsize%3D64%2Ffn%3DDepositTo
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BitSetExtractDeposit,2.272e-08,0%,5.523e-08,1%,+143.09%,p=0.008 n=5,3.096e-08,0%,+36.27%,p=0.008 n=5
geomean,2.2719999999999994e-08,,5.523000000000005e-08,,+143.09%,,3.095999999999997e-08,,+36.27%,

shortname: capnproto2-Growth_MultiSegment
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Growth_MultiSegment,0.013305099,1%,0.030067860000000002,1%,+125.99%,p=0.008 n=5,0.026051921000000002,1%,+95.80%,p=0.008 n=5
geomean,0.013305098999999997,,0.03006786,,+125.99%,,0.026051921000000006,,+95.80%,

shortname: capnproto2-Unmarshal_Reuse
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Unmarshal_Reuse,4.999e-07,0%,1.096e-06,0%,+119.24%,p=0.008 n=5,8.404e-07,1%,+68.11%,p=0.008 n=5
geomean,4.999e-07,,1.0960000000000002e-06,,+119.24%,,8.403999999999999e-07,,+68.11%,

shortname: commonmark_markdown-RenderSpecNoHTML
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
RenderSpecNoHTML,0.0045862030000000005,0%,0.013301838000000002,1%,+190.04%,p=0.008 n=5,0.009695138,1%,+111.40%,p=0.008 n=5
geomean,0.0045862030000000005,,0.013301838,,+190.04%,,0.009695137999999997,,+111.40%,

shortname: dustin_broadcast-ParallelBrodcast
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParallelBrodcast,5.395000000000001e-07,6%,2.4588000000000002e-05,2%,+4457.55%,p=0.008 n=5,2.4804000000000002e-05,1%,+4497.59%,p=0.008 n=5
geomean,5.395000000000003e-07,,2.4588000000000016e-05,,+4457.55%,,2.4803999999999995e-05,,+4497.59%,

shortname: dustin_humanize-BigCommas
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
BigCommas,3.649e-07,0%,2.114e-06,0%,+479.34%,p=0.008 n=5,1.7100000000000001e-06,1%,+368.62%,p=0.008 n=5
geomean,3.6490000000000015e-07,,2.114e-06,,+479.34%,,1.7100000000000008e-06,,+368.62%,

shortname: dustin_humanize-Commaf
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Commaf,2.518e-07,5%,1.348e-06,1%,+435.35%,p=0.008 n=5,9.468e-07,3%,+276.01%,p=0.008 n=5
geomean,2.518000000000002e-07,,1.348000000000001e-06,,+435.35%,,9.467999999999997e-07,,+276.01%,

shortname: dustin_humanize-ParseBytes
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParseBytes,7.933000000000001e-08,1%,3.724e-07,1%,+369.43%,p=0.008 n=5,2.642e-07,1%,+233.04%,p=0.008 n=5
geomean,7.933000000000001e-08,,3.723999999999999e-07,,+369.43%,,2.6420000000000016e-07,,+233.04%,

shortname: dustin_humanize-ParseSI
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ParseSI,3.619e-07,1%,1.816e-06,1%,+401.80%,p=0.008 n=5,1.2590000000000001e-06,3%,+247.89%,p=0.008 n=5
geomean,3.6190000000000024e-07,,1.8160000000000007e-06,,+401.80%,,1.259e-06,,+247.89%,

shortname: ericlagergren_decimal-Mandelbrot_decimal_GDA_9
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Mandelbrot_decimal_GDA_9,3.792864525,0%,4.895302058,0%,+29.07%,p=0.008 n=5,4.476861347000001,0%,+18.03%,p=0.008 n=5
geomean,3.7928645250000006,,4.895302058,,+29.07%,,4.476861347000001,,+18.03%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dapmckinlay%2Fprec%3D19
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,1.8260000000000002e-06,0%,8.605e-06,0%,+371.25%,p=0.008 n=5,7.524e-06,2%,+312.05%,p=0.008 n=5
geomean,1.8259999999999991e-06,,8.605000000000007e-06,,+371.25%,,7.523999999999998e-06,,+312.05%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dcockroachdb%2Fapd%2Fprec%3D100
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,0.005032965,1%,0.039353782000000004,0%,+681.92%,p=0.008 n=5,0.030194113,0%,+499.93%,p=0.008 n=5
geomean,0.0050329649999999995,,0.039353782,,+681.92%,,0.030194113000000005,,+499.93%,

shortname: ericlagergren_decimal-Pi%2Ffoo%3Dgo-inf%2Fprec%3D100
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Pi,8.733100000000001e-05,1%,0.000319548,1%,+265.90%,p=0.008 n=5,0.00025765,6%,+195.03%,p=0.008 n=5
geomean,8.733100000000002e-05,,0.00031954799999999996,,+265.90%,,0.00025764999999999984,,+195.03%,

shortname: gonum_community-NewDirectedLayers%2FgraphSize%3D10%2CnumGraphs%3D1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewDirectedLayers,1.1240000000000002e-06,1%,2.034e-06,3%,+80.96%,p=0.008 n=5,1.757e-06,1%,+56.32%,p=0.008 n=5
geomean,1.1240000000000006e-06,,2.034e-06,,+80.96%,,1.7570000000000007e-06,,+56.32%,

shortname: gonum_community-NewDirectedLayers%2FgraphSize%3D1000%2CnumGraphs%3D1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewDirectedLayers,0.00012996900000000002,1%,0.00022084,0%,+69.92%,p=0.008 n=5,0.000196918,1%,+51.51%,p=0.008 n=5
geomean,0.00012996899999999993,,0.00022083999999999995,,+69.92%,,0.00019691800000000006,,+51.51%,

shortname: gonum_community-NewUndirectedLayers%2FgraphSize%3D1000%2CnumGraphs%3D10
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
NewUndirectedLayers,0.0016108530000000002,1%,0.002978468,0%,+84.90%,p=0.008 n=5,0.002673907,0%,+65.99%,p=0.008 n=5
geomean,0.0016108529999999995,,0.0029784679999999993,,+84.90%,,0.002673907,,+65.99%,

shortname: gonum_lapack_native-Dgeev%2FCirculant5
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Dgeev,8.326000000000001e-06,7%,5.7975000000000007e-05,1%,+596.31%,p=0.008 n=5,4.7958000000000004e-05,0%,+476.00%,p=0.008 n=5
geomean,8.326000000000001e-06,,5.797499999999999e-05,,+596.31%,,4.795800000000002e-05,,+476.00%,

shortname: gonum_mat-AddScaledVec10Inc1
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
