benchmark	Go	LLGoNoLTO	LLGoDeadcodeDrop	LLGoFullLTONoGlobalDCE	LLGoFullLTOGlobalDCE	LLGoFullLTOGlobalDCEPlugin
Aws_restjson	14639564	14208104	10503312	15536048	12952360	12952360
Dustin_humanize	4989852	5338352	3618088	5633512	4077560	4077560
Etcdctl	25896983	24610048	23305096	27208088	26445096	26445096
Gorm_schema	9421659	7991120	5340688	8508448	8203760	6531632
IXGo	41390963	31195120	30384128	34674112	34310344	34310344
K8s_workqueue	10168201	11750968	7297064	12840072	12597592	12597592
Toml	7213510	6777792	4831248	7217872	5997824	5997824
Uber_zap	8729830	12649976	8028720	13820768	10980624	10980624
XGo	18662549	19316328	16953056	21245776	20654720	20654720
