shortname: benhoyt_goawk-BuiltinGsubAmpersand
Apply,1.3479000000000001e-05,4%,0.00017,1%,+1161.22%,p=0.008 n=5,0.00013820100000000001,2%,+925.31%,p=0.008 n=5
geomean,1.3479000000000003e-05,,0.00017000000000000012,,+1161.22%,,0.00013820099999999993,,+925.31%,

shortname: workiva_rangetree-ImmutableInsertSecondDimension
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
ImmutableInsertSecondDimension,0.034581592,3%,0.038716963,3%,+11.96%,p=0.008 n=5,0.033857755,3%,~,p=0.421 n=5
geomean,0.034581592,,0.03871696299999999,,+11.96%,,0.03385775500000001,,-2.09%,

shortname: workiva_set-Clear
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Clear,4.5810000000000005e-08,6%,5.6240000000000006e-08,1%,+22.77%,p=0.008 n=5,5.1210000000000007e-08,0%,+11.79%,p=0.008 n=5
geomean,4.580999999999995e-08,,5.6239999999999986e-08,,+22.77%,,5.121e-08,,+11.79%,

shortname: workiva_set-Exists
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Exists,1.8090000000000002e-08,0%,8.094000000000001e-08,1%,+347.43%,p=0.008 n=5,6.892000000000001e-08,1%,+280.98%,p=0.008 n=5
geomean,1.8090000000000015e-08,,8.093999999999989e-08,,+347.43%,,6.892000000000004e-08,,+280.98%,

shortname: workiva_triey-Iterator
,Go,,LLGo,,,,LLGoFullLTO,,,
,sec/op,CI,sec/op,CI,vs base,P,sec/op,CI,vs base,P
Iterator,2.4440000000000002e-06,0%,2.937e-06,0%,+20.17%,p=0.008 n=5,2.8620000000000003e-06,0%,+17.10%,p=0.008 n=5
geomean,2.4439999999999985e-06,,2.9370000000000004e-06,,+20.17%,,2.861999999999999e-06,,+17.10%,
